block_id,endpoint,tick,scheduled,start,end,outcome,secs
b2,L2,55,472388.580235,472388.716881,472388.759287,met,0.000831
b2,L1,83,472389.580627,472389.658721,472389.700436,met,0.002051
b2,L2,56,472391.580235,472391.655074,472391.696573,met,0.001660
b2,L1,84,472391.580627,472391.651507,472391.696657,met,0.001915
b2,L1,85,472393.580627,472393.725430,472393.767129,met,0.001989
b2,L2,57,472394.580235,472394.659441,472394.698397,met,0.000857
b2,L1,86,472395.580627,472395.657988,472395.699737,met,0.001892
b2,L1,87,472397.580627,472397.659859,472397.703318,met,0.001996
b2,L2,58,472397.580235,472397.667780,472397.710232,met,0.000822
b2,L1,88,472399.580627,472399.658078,472400.273094,missed,0.549109
b2,L2,59,472400.580235,472400.684216,472400.864995,met,0.122482
b2,L1,89,472401.580627,472401.684535,472401.731589,met,0.001610
b2,L1,90,472403.580627,472403.677188,472403.724071,met,0.001481
b2,L2,60,472403.580235,472403.723953,472403.877634,met,0.105326
b2,L1,91,472405.580627,472405.718806,472405.764012,met,0.003895
b2,L2,61,472406.580235,472406.668530,472406.714468,met,0.001477
b2,L1,92,472407.580627,472407.693980,472407.752561,met,0.003042
b2,L1,93,472409.580627,472409.689337,472409.733099,met,0.001386
b2,L2,62,472409.580235,472409.715271,472409.760412,met,0.001180
b2,L1,94,472411.580627,472411.714194,472411.849322,met,0.078612
b2,L2,63,472412.580235,472412.658033,472412.700648,met,0.001188
b2,L1,95,472413.580627,472413.657831,472413.703070,met,0.003194
b2,L1,96,472415.580627,472415.660000,472415.706981,met,0.002222
b2,L2,64,472415.580235,472415.678263,472415.725405,met,0.000943
b2,L1,97,472417.580627,472417.728733,472418.366667,missed,0.564958
b2,L2,65,472418.580235,472418.717148,472418.759190,met,0.000945
b2,L1,98,472419.580627,472419.715395,472419.770530,met,0.003650
b2,L1,99,472421.580627,472421.663996,472421.715374,met,0.002803
b2,L2,66,472421.580235,472421.663996,472421.715193,met,0.001013
b2,L1,100,472423.580627,472423.721028,472423.770548,met,0.004132
